"","imd","job_status","english_lang","uk_born","gross_income","qualification","own_home","workingstatus","ethnicity","sex","age","p_age","p_sex","p_ethn","p_workstatus","p_own_home","p_qual","p_income","p_uk","p_english","p_job","p_imd","product_p"
"2415","2","lower","Yes","No","<10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.557,0.23511393173018,4.09021458033857e-05
"2416","2","lower","No","Yes","<10000",">=level 2","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.57,0.1,0.463,0.3463,0.557,0.23511393173018,6.58711237259215e-05
"2417","2","higher","No","Yes",">=10000",">=level 2","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.57,0.9,0.463,0.3463,0.167,0.23511393173018,8.5169766460255e-05
"2418","2","lower","No","Yes",">=10000",">=level 2","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.57,0.9,0.463,0.3463,0.557,0.23511393173018,0.000216433692242313
"2419","2","intermediate","No","Yes",">=10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.276,0.23511393173018,7.08169486735397e-05
"2420","2","higher","No","Yes","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.167,0.23511393173018,4.05570316477405e-06
"2421","2","higher","No","No",">=10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.167,0.23511393173018,4.35966191168044e-05
"2422","2","lower","No","Yes","<10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.557,0.23511393173018,1.19793819933889e-05
"2423","2","intermediate","No","No","<10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.1,0.553,0.3463,0.276,0.23511393173018,8.99644650590897e-06
"2424","2","intermediate","Yes","No",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.276,0.23511393173018,0.000790432131827008
"2425","2","lower","No","Yes",">=10000","<=Level 1","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.3463,0.557,0.23511393173018,0.000191670111894223
"2426","2","lower","Yes","Yes","<10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.1,0.463,0.6537,0.557,0.23511393173018,1.84398184099003e-05
"2427","2","higher","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.167,0.23511393173018,0.000341376061289758
"2428","2","intermediate","Yes","No","<10000","<=Level 1","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.43,0.1,0.553,0.6537,0.276,0.23511393173018,0.000103099843281784
"2429","2","higher","Yes","Yes","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.167,0.23511393173018,3.89448630341997e-05
"2430","2","intermediate","Yes","No",">=10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.276,0.23511393173018,0.000425617301753004
"2431","2","intermediate","No","No","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.276,0.23511393173018,3.81757105020479e-06
"2432","2","intermediate","Yes","No","<10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.1,0.553,0.6537,0.276,0.23511393173018,2.66010813595628e-05
"2433","2","higher","No","Yes",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.3463,0.167,0.23511393173018,5.11384526866623e-05
"2434","2","higher","No","No",">=10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.167,0.23511393173018,2.07891640886152e-05
"2435","2","intermediate","No","Yes",">=10000","<=Level 1","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.43,0.9,0.463,0.3463,0.276,0.23511393173018,6.71215973257526e-05
"2436","2","intermediate","Yes","Yes",">=10000",">=level 2","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.276,0.23511393173018,0.000554520316035551
"2437","2","lower","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.557,0.23511393173018,0.000751848334932798
"2438","2","intermediate","Yes","Yes",">=10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.9,0.463,0.6537,0.276,0.23511393173018,0.000235306318317717
"2439","2","intermediate","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.276,0.23511393173018,0.000564190376742354
"2440","2","lower","No","Yes",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.463,0.3463,0.557,0.23511393173018,0.000505011948565398
"2441","2","lower","Yes","No","<10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.1,0.553,0.6537,0.557,0.23511393173018,5.0159114360596e-05
"2442","2","intermediate","No","No",">=10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.276,0.23511393173018,6.38079732677087e-05
"2443","2","higher","Yes","No","<10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.23511393173018,1.6981717334567e-05
"2444","2","lower","Yes","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.6537,0.557,0.23511393173018,0.000487972111561322
"2445","2","lower","Yes","Yes",">=10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.557,0.23511393173018,0.000536228847277434
"2446","2","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.23511393173018,0.000321967696700414
"2447","2","higher","No","No",">=10000",">=level 2","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.57,0.9,0.553,0.3463,0.167,0.23511393173018,0.00014393804406818
"2448","2","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.23511393173018,0.00088191151704896
"2449","2","higher","Yes","No","<10000",">=level 2","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.57,0.1,0.553,0.6537,0.167,0.23511393173018,2.04242087951137e-05
"2450","2","higher","No","Yes","<10000",">=level 2","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.57,0.1,0.463,0.3463,0.167,0.23511393173018,1.33902580678254e-05
"2451","2","higher","No","No","<10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.1,0.553,0.3463,0.167,0.23511393173018,6.78655251637251e-06
"2452","2","higher","Yes","No",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.553,0.6537,0.167,0.23511393173018,0.000171748204748263
"2453","2","higher","No","No","<10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.1,0.553,0.3463,0.167,0.23511393173018,4.28982751034918e-06
"2454","2","higher","No","No","<10000","<=Level 1","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.3463,0.167,0.23511393173018,2.30990712095725e-06
"2455","2","higher","Yes","No",">=10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.9,0.553,0.6537,0.167,0.23511393173018,0.000121379740855744
"2456","2","higher","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.167,0.23511393173018,0.000298577283262198
"2457","2","lower","No","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.557,0.23511393173018,0.000258505036306694
"2458","2","intermediate","Yes","No",">=10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.9,0.553,0.6537,0.276,0.23511393173018,0.000152840871291407
"2459","2","intermediate","Yes","No",">=10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.276,0.23511393173018,0.000281046207407554
"2460","2","higher","No","Yes",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.463,0.3463,0.167,0.23511393173018,5.74666224171188e-05
"2461","2","intermediate","No","Yes","<10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.276,0.23511393173018,1.05527530187124e-05
"2462","2","intermediate","Yes","No","<10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.1,0.553,0.6537,0.276,0.23511393173018,2.22892937299969e-05
"2463","2","lower","Yes","No",">=10000",">=level 2","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.557,0.23511393173018,0.00133661926210275
"2464","2","higher","Yes","Yes",">=10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.9,0.463,0.6537,0.167,0.23511393173018,0.000264415122705882
"2465","2","higher","Yes","Yes",">=10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.6537,0.167,0.23511393173018,0.00011610133422535
"2466","2","lower","No","No",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.557,0.23511393173018,0.000228927801031329
"2467","2","intermediate","No","No","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.276,0.23511393173018,1.74535652238362e-05
"2468","2","higher","Yes","No",">=10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.167,0.23511393173018,0.000162786085202245
"2469","2","intermediate","No","No","<10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.3463,0.276,0.23511393173018,9.39807358206562e-06
"2470","2","intermediate","No","No","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.276,0.23511393173018,1.42324735728401e-05
"2471","2","lower","Yes","Yes",">=10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.9,0.463,0.6537,0.557,0.23511393173018,0.000269779730617839
"2472","2","intermediate","Yes","Yes","<10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.1,0.463,0.6537,0.276,0.23511393173018,1.86617414050426e-05
"2473","2","intermediate","Yes","No",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.553,0.6537,0.276,0.23511393173018,0.000170884585263309
"2474","2","higher","No","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.167,0.23511393173018,7.75051006520967e-05
"2475","2","higher","Yes","Yes",">=10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.9,0.463,0.6537,0.167,0.23511393173018,8.65697448511697e-05
"2476","2","lower","No","No","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.553,0.3463,0.557,0.23511393173018,1.21882857030568e-05
"2477","2","higher","Yes","No",">=10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.167,0.23511393173018,0.000192024034475489
"2478","2","higher","No","Yes","<10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.1,0.463,0.3463,0.167,0.23511393173018,3.88238251670678e-06
"2479","2","higher","Yes","Yes","<10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.167,0.23511393173018,3.31752536957997e-05
"2480","2","higher","Yes","No",">=10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.167,0.23511393173018,0.000225419518732096
"2481","2","higher","No","No",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.167,0.23511393173018,3.28886775793437e-05
"2482","2","higher","No","Yes",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.463,0.3463,0.167,0.23511393173018,4.89530487256938e-05
"2483","2","higher","Yes","Yes",">=10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.9,0.463,0.6537,0.167,0.23511393173018,0.000180667293602441
"2484","2","intermediate","Yes","No",">=10000","<=Level 1","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.276,0.23511393173018,0.000151332573219452
"2485","2","intermediate","No","Yes","<10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.3463,0.276,0.23511393173018,8.98938220112541e-06
"2486","2","lower","Yes","No","<10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.1,0.553,0.6537,0.557,0.23511393173018,4.27281344553225e-05
"2487","2","intermediate","No","Yes",">=10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.9,0.463,0.3463,0.276,0.23511393173018,0.000119327284134671
"2488","2","lower","No","No","<10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.3463,0.557,0.23511393173018,1.21882857030568e-05
"2489","2","lower","Yes","Yes","<10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.463,0.6537,0.557,0.23511393173018,3.20820677858294e-05
"2490","2","lower","Yes","Yes","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.463,0.6537,0.557,0.23511393173018,5.56688333020938e-05
"2491","2","lower","Yes","Yes","<10000",">=level 2","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.57,0.1,0.463,0.6537,0.557,0.23511393173018,5.9580983030826e-05
"2492","2","lower","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.557,0.23511393173018,0.00177040635291597
"2493","2","intermediate","No","No","<10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.276,0.23511393173018,9.39807358206562e-06
"2494","2","lower","No","No",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.553,0.3463,0.557,0.23511393173018,0.000195012571248909
"2495","2","higher","Yes","No","<10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.6537,0.167,0.23511393173018,8.26935800639786e-05
"2496","2","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.23511393173018,1.92630245889137e-05
"2497","2","lower","Yes","No",">=10000","<=Level 1","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.557,0.23511393173018,0.000305406678562445
"2498","2","lower","Yes","Yes",">=10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.557,0.23511393173018,0.000953295728493215
"2499","2","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.23511393173018,5.27639369174592e-05
"2500","2","intermediate","No","No",">=10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.9,0.553,0.3463,0.276,0.23511393173018,0.000366524869700559
"2501","2","higher","No","No","<10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.167,0.23511393173018,1.27015047891396e-05
"2502","2","higher","No","No","<10000","<=Level 1","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.43,0.1,0.553,0.3463,0.167,0.23511393173018,1.77948400429299e-05
"2503","2","intermediate","Yes","Yes","<10000",">=level 2","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.276,0.23511393173018,9.74730008786771e-05
"2504","2","intermediate","Yes","No",">=10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.9,0.553,0.6537,0.276,0.23511393173018,0.000136010180107532
"2505","2","lower","Yes","No",">=10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.6537,0.557,0.23511393173018,0.000858945061871099
"2506","2","intermediate","Yes","Yes",">=10000",">=level 2","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.57,0.9,0.463,0.6537,0.276,0.23511393173018,0.000254352623594654
"2507","2","intermediate","No","Yes",">=10000",">=level 2","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.3463,0.276,0.23511393173018,3.24829878531051e-05
"2508","2","intermediate","Yes","No","<10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.1,0.553,0.6537,0.276,0.23511393173018,1.09132641475129e-05
"2509","2","higher","No","Yes","<10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.3463,0.167,0.23511393173018,5.4392276361882e-06
"2510","2","lower","No","No",">=10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.9,0.553,0.3463,0.557,0.23511393173018,0.00039829444452689
"2511","2","lower","No","No","<10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.1,0.553,0.3463,0.557,0.23511393173018,1.89664021203281e-05
"2512","2","higher","Yes","No",">=10000","<=Level 1","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.6537,0.167,0.23511393173018,3.34292853540325e-05
"2513","2","higher","Yes","Yes",">=10000","<=Level 1","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.43,0.9,0.463,0.6537,0.167,0.23511393173018,0.000121284429503268
"2514","2","lower","No","No",">=10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.557,0.23511393173018,0.000195012571248909
"2515","2","lower","No","Yes","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.3463,0.557,0.23511393173018,6.88117988922572e-05
"2516","2","lower","No","Yes",">=10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.9,0.463,0.3463,0.557,0.23511393173018,0.000179562149772103
"2517","2","lower","Yes","No",">=10000","<=Level 1","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.557,0.23511393173018,0.000897290823561773
"2518","2","lower","Yes","Yes",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.463,0.6537,0.557,0.23511393173018,0.000953295728493215
"2519","2","higher","No","No","<10000","<=Level 1","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.43,0.1,0.553,0.3463,0.167,0.23511393173018,1.20649822513289e-05
"2520","2","lower","No","No","<10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.1,0.553,0.3463,0.557,0.23511393173018,6.20012794459848e-05
"2521","2","lower","No","Yes",">=10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.9,0.463,0.3463,0.557,0.23511393173018,0.000380973926110739
"2522","2","higher","No","No",">=10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.9,0.553,0.3463,0.167,0.23511393173018,0.000221774105942005
"2523","2","lower","Yes","No",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.557,0.23511393173018,0.00159518368633204
"2524","2","lower","Yes","Yes",">=10000","<=Level 1","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.43,0.9,0.463,0.6537,0.557,0.23511393173018,0.000844222990679346
"2525","2","higher","Yes","No",">=10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.167,0.23511393173018,0.000341376061289758
"2526","2","lower","No","Yes",">=10000","<=Level 1","No","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.65,0.43,0.9,0.463,0.3463,0.557,0.23511393173018,0.000707523005634229
"2527","2","lower","Yes","Yes",">=10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.6537,0.557,0.23511393173018,0.000217820354966947
"2528","2","lower","No","No","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.553,0.3463,0.557,0.23511393173018,8.21877425214217e-05
"2529","2","higher","Yes","Yes","<10000","<=Level 1","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.43,0.1,0.463,0.6537,0.167,0.23511393173018,1.90681491584881e-05
"2530","2","intermediate","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.276,0.23511393173018,0.000237651564015236
"2531","2","lower","Yes","Yes",">=10000",">=level 2","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.57,0.9,0.463,0.6537,0.557,0.23511393173018,0.000536228847277434
